时间,交易量中位数
"2011-07-02 00:00","2949.4453",
"2011-07-03 00:00","3248.9392",
"2011-07-04 00:00","16116.615",
"2011-07-05 00:00","3807.5151",
"2011-07-06 00:00","3598.6687",
"2011-07-07 00:00","3108.3247",
"2011-07-08 00:00","289.54245",
"2011-07-09 00:00","3289.0208",
"2011-07-10 00:00","317.93845",
"2011-07-11 00:00","3811.2693",
"2011-07-12 00:00","3818.0718",
"2011-07-13 00:00","322680.28",
"2011-07-14 00:00","1967.5697",
"2011-07-15 00:00","1575.8093",
"2011-07-16 00:00","39372.066",
"2011-07-17 00:00","1703.95",
"2011-07-18 00:00","355.5791",
"2011-07-19 00:00","3375.848",
"2011-07-20 00:00","30987.875",
"2011-07-21 00:00","1772.9945",
"2011-07-22 00:00","2979.1328",
"2011-07-23 00:00","3107.2139",
"2011-07-24 00:00","2979.478",
"2011-07-25 00:00","3071.65",
"2011-07-26 00:00","1634.3732",
"2011-07-27 00:00","1777.5043",
"2011-07-28 00:00","325.3019",
"2011-07-29 00:00","1635.4922",
"2011-07-30 00:00","3153.7805",
"2011-07-31 00:00","3630.2925",
"2011-08-01 00:00","3696.93",
"2011-08-02 00:00","1970.3615",
"2011-08-03 00:00","3695.702",
"2011-08-04 00:00","3163.3245",
"2011-08-05 00:00","3134.2688",
"2011-08-06 00:00","1852.6558",
"2011-08-07 00:00","3336.9248",
"2011-08-08 00:00","1812.1382",
"2011-08-09 00:00","19985.3",
"2011-08-10 00:00","2940.1946",
"2011-08-11 00:00","3277.9136",
"2011-08-12 00:00","3326.4514",
"2011-08-13 00:00","1831.2976",
"2011-08-14 00:00","3225.5337",
"2011-08-15 00:00","3155.2747",
"2011-08-16 00:00","305.77933",
"2011-08-17 00:00","1403.6061",
"2011-08-18 00:00","1710.2103",
"2011-08-19 00:00","3072.493",
"2011-08-20 00:00","1790.3782",
"2011-08-21 00:00","1791.4059",
"2011-08-22 00:00","332.11636",
"2011-08-23 00:00","3778.7087",
"2011-08-24 00:00","1575.7887",
"2011-08-25 00:00","361.41245",
"2011-08-26 00:00","2837.0354",
"2011-08-27 00:00","311.4667",
"2011-08-28 00:00","3801.195",
"2011-08-29 00:00","1762.2513",
"2011-08-30 00:00","3411.4",
"2011-08-31 00:00","3533.0908",
"2011-09-01 00:00","3540.7756",
"2011-09-02 00:00","346.66968",
"2011-09-03 00:00","3074.502",
"2011-09-04 00:00","2297.3135",
"2011-09-05 00:00","18499.717",
"2011-09-06 00:00","3321.6455",
"2011-09-07 00:00","4103.953",
"2011-09-08 00:00","401.35336",
"2011-09-09 00:00","3781.8289",
"2011-09-10 00:00","3551.5608",
"2011-09-11 00:00","459.34393",
"2011-09-12 00:00","343.127",
"2011-09-13 00:00","1707.1772",
"2011-09-14 00:00","2977.7048",
"2011-09-15 00:00","3645.8562",
"2011-09-16 00:00","28566.943",
"2011-09-17 00:00","3236.2097",
"2011-09-18 00:00","3521.958",
"2011-09-19 00:00","2908.5085",
"2011-09-20 00:00","3603.9124",
"2011-09-21 00:00","1866.6132",
"2011-09-22 00:00","326.01773",
"2011-09-23 00:00","3199.887",
"2011-09-24 00:00","2859.2883",
"2011-09-25 00:00","3163.2986",
"2011-09-26 00:00","1811.9314",
"2011-09-27 00:00","350.11746",
"2011-09-28 00:00","3273.7747",
"2011-09-29 00:00","4105.01",
"2011-09-30 00:00","3750.4448",
"2011-10-01 00:00","406.8419",
"2011-10-02 00:00","4289.2764",
"2011-10-03 00:00","3222.9214",
"2011-10-04 00:00","4803.562",
"2011-10-05 00:00","3586.5818",
"2011-10-06 00:00","3971.4597",
"2011-10-07 00:00","2197.37",
"2011-10-08 00:00","3701.872",
"2011-10-09 00:00","3692.1687",
"2011-10-10 00:00","308.88995",
"2011-10-11 00:00","3862.3184",
"2011-10-12 00:00","1678.001",
"2011-10-13 00:00","3345.3765",
"2011-10-14 00:00","3042.645",
"2011-10-15 00:00","3291.702",
"2011-10-16 00:00","3390.2966",
"2011-10-17 00:00","3445.6511",
"2011-10-18 00:00","1852.9445",
"2011-10-19 00:00","289.34958",
"2011-10-20 00:00","349.5425",
"2011-10-21 00:00","3180.82",
"2011-10-22 00:00","2988.9497",
"2011-10-23 00:00","288.04855",
"2011-10-24 00:00","3233.827",
"2011-10-25 00:00","3449.2114",
"2011-10-26 00:00","333.60913",
"2011-10-27 00:00","1748.2396",
"2011-10-28 00:00","323.0552",
"2011-10-29 00:00","2678.8557",
"2011-10-30 00:00","311.8008",
"2011-10-31 00:00","2824.8433",
"2011-11-01 00:00","1684.3042",
"2011-11-02 00:00","1860.6595",
"2011-11-03 00:00","3391.0566",
"2011-11-04 00:00","3093.2144",
"2011-11-05 00:00","2859.7095",
"2011-11-06 00:00","2690.0566",
"2011-11-07 00:00","2736.7937",
"2011-11-08 00:00","28753.75",
"2011-11-09 00:00","2998.3877",
"2011-11-10 00:00","2894.4937",
"2011-11-11 00:00","4283.3438",
"2011-11-12 00:00","3206.611",
"2011-11-13 00:00","413.81934",
"2011-11-14 00:00","3142.6655",
"2011-11-15 00:00","3234.3237",
"2011-11-16 00:00","24029.297",
"2011-11-17 00:00","27790.676",
"2011-11-18 00:00","344.71384",
"2011-11-19 00:00","28468.451",
"2011-11-20 00:00","4272.7646",
"2011-11-21 00:00","2287.8271",
"2011-11-22 00:00","1748.6035",
"2011-11-23 00:00","348.47702",
"2011-11-24 00:00","3623.4417",
"2011-11-25 00:00","367.0922",
"2011-11-26 00:00","3414.806",
"2011-11-27 00:00","4020.892",
"2011-11-28 00:00","3987.1978",
"2011-11-29 00:00","19473.791",
"2011-11-30 00:00","2143.4958",
"2011-12-01 00:00","1987.8298",
"2011-12-02 00:00","4193.831",
"2011-12-03 00:00","1744.4963",
"2011-12-04 00:00","1672.8219",
"2011-12-05 00:00","1641.958",
"2011-12-06 00:00","3082.215",
"2011-12-07 00:00","1570.4624",
"2011-12-08 00:00","335.88004",
"2011-12-09 00:00","307.63947",
"2011-12-10 00:00","1766.4901",
"2011-12-11 00:00","2963.625",
"2011-12-12 00:00","3431.7117",
"2011-12-13 00:00","3363.0457",
"2011-12-14 00:00","328.3045",
"2011-12-15 00:00","3980.6106",
"2011-12-16 00:00","2858.8428",
"2011-12-17 00:00","2829.8718",
"2011-12-18 00:00","1803.9382",
"2011-12-19 00:00","3048.1035",
"2011-12-20 00:00","2367.4895",
"2011-12-21 00:00","26008.709",
"2011-12-22 00:00","1790.0995",
"2011-12-23 00:00","1736.5177",
"2011-12-24 00:00","3129.359",
"2011-12-25 00:00","360.0537",
"2011-12-26 00:00","276.9593",
"2011-12-27 00:00","353.79507",
"2011-12-28 00:00","3605.7642",
"2011-12-29 00:00","1708.3855",
"2011-12-30 00:00","1556.1139",
"2011-12-31 00:00","307.033",
"2012-01-01 00:00","292.43698",
"2012-01-02 00:00","2907.1392",
"2012-01-03 00:00","336.50766",
"2012-01-04 00:00","3363.907",
"2012-01-05 00:00","3093.7522",
"2012-01-06 00:00","344.8672",
"2012-01-07 00:00","2918.8665",
"2012-01-08 00:00","3348.3862",
"2012-01-09 00:00","1596.163",
"2012-01-10 00:00","3147.8164",
"2012-01-11 00:00","3697.972",
"2012-01-12 00:00","331.82968",
"2012-01-13 00:00","18028.377",
"2012-01-14 00:00","3397.002",
"2012-01-15 00:00","3297.2095",
"2012-01-16 00:00","301.0342",
"2012-01-17 00:00","3112.92",
"2012-01-18 00:00","2065.3137",
"2012-01-19 00:00","1970.0604",
"2012-01-20 00:00","3121.5164",
"2012-01-21 00:00","1602.4907",
"2012-01-22 00:00","1479.6208",
"2012-01-23 00:00","2071.2292",
"2012-01-24 00:00","3983.8982",
"2012-01-25 00:00","3877.9253",
"2012-01-26 00:00","3077.4976",
"2012-01-27 00:00","346.1704",
"2012-01-28 00:00","3232.2888",
"2012-01-29 00:00","3026.5598",
"2012-01-30 00:00","1891.4508",
"2012-01-31 00:00","1891.5487",
"2012-02-01 00:00","346.461",
"2012-02-02 00:00","2910.5183",
"2012-02-03 00:00","1835.7567",
"2012-02-04 00:00","312.39365",
"2012-02-05 00:00","3297.2378",
"2012-02-06 00:00","1785.5918",
"2012-02-07 00:00","352.01358",
"2012-02-08 00:00","312.95255",
"2012-02-09 00:00","2799.787",
"2012-02-10 00:00","1898.6849",
"2012-02-11 00:00","313.7538",
"2012-02-12 00:00","3048.9543",
"2012-02-13 00:00","355.2853",
"2012-02-14 00:00","4286.841",
"2012-02-15 00:00","2312.5464",
"2012-02-16 00:00","19758.041",
"2012-02-17 00:00","3096.265",
"2012-02-18 00:00","3363.092",
"2012-02-19 00:00","3027.0925",
"2012-02-20 00:00","2751.5496",
"2012-02-21 00:00","300.78345",
"2012-02-22 00:00","3612.493",
"2012-02-23 00:00","1627.0302",
"2012-02-24 00:00","2862.4143",
"2012-02-25 00:00","328.00143",
"2012-02-26 00:00","1656.6758",
"2012-02-27 00:00","1947.9072",
"2012-02-28 00:00","3616.7495",
"2012-02-29 00:00","2935.4333",
"2012-03-01 00:00","356.99704",
"2012-03-02 00:00","3665.1147",
"2012-03-03 00:00","3214.0159",
"2012-03-04 00:00","3053.2625",
"2012-03-05 00:00","3991.1711",
"2012-03-06 00:00","4100.0083",
"2012-03-07 00:00","2161.6282",
"2012-03-08 00:00","2061.3733",
"2012-03-09 00:00","3475.3062",
"2012-03-10 00:00","334.20605",
"2012-03-11 00:00","3832.967",
"2012-03-12 00:00","2046.5104",
"2012-03-13 00:00","2343.8132",
"2012-03-14 00:00","4127.753",
"2012-03-15 00:00","3957.8757",
"2012-03-16 00:00","466.60153",
"2012-03-17 00:00","4106.8223",
"2012-03-18 00:00","379.06586",
"2012-03-19 00:00","437.93182",
"2012-03-20 00:00","4355.2363",
"2012-03-21 00:00","2359.4268",
"2012-03-22 00:00","4446.8223",
"2012-03-23 00:00","22205.598",
"2012-03-24 00:00","418.42557",
"2012-03-25 00:00","4487.5454",
"2012-03-26 00:00","355.07864",
"2012-03-27 00:00","3374.3188",
"2012-03-28 00:00","2278.84",
"2012-03-29 00:00","3180.7139",
"2012-03-30 00:00","3986.725",
"2012-03-31 00:00","3756.825",
"2012-04-01 00:00","3831.4092",
"2012-04-02 00:00","3886.2117",
"2012-04-03 00:00","398.07382",
"2012-04-04 00:00","3081.5232",
"2012-04-05 00:00","3439.543",
"2012-04-06 00:00","3240.3857",
"2012-04-07 00:00","3471.5957",
"2012-04-08 00:00","341.81592",
"2012-04-09 00:00","31199.5",
"2012-04-10 00:00","3138.8252",
"2012-04-11 00:00","345.34766",
"2012-04-12 00:00","26274.424",
"2012-04-13 00:00","35839.984",
"2012-04-14 00:00","33926.45",
"2012-04-15 00:00","267.78702",
"2012-04-16 00:00","15856.738",
"2012-04-17 00:00","23938.094",
"2012-04-18 00:00","1715.9888",
"2012-04-19 00:00","3361.365",
"2012-04-20 00:00","2102.4595",
"2012-04-21 00:00","1727.9924",
"2012-04-22 00:00","15529.7295",
"2012-04-23 00:00","321.6371",
"2012-04-24 00:00","3113.84",
"2012-04-25 00:00","297.15305",
"2012-04-26 00:00","273.53955",
"2012-04-27 00:00","25108.062",
"2012-04-28 00:00","1459.0956",
"2012-04-29 00:00","3925.4985",
"2012-04-30 00:00","3277.021",
"2012-05-01 00:00","1600.414",
"2012-05-02 00:00","3090.7683",
"2012-05-03 00:00","32848.73",
"2012-05-04 00:00","3657.6687",
"2012-05-05 00:00","341.03705",
"2012-05-06 00:00","3119.9348",
"2012-05-07 00:00","17902.719",
"2012-05-08 00:00","29726.193",
"2012-05-09 00:00","17359.543",
"2012-05-10 00:00","2839.5793",
"2012-05-11 00:00","279.06396",
"2012-05-12 00:00","29843.992",
"2012-05-13 00:00","16050.105",
"2012-05-14 00:00","3776.2053",
"2012-05-15 00:00","14684.523",
"2012-05-16 00:00","30199.559",
"2012-05-17 00:00","18201.273",
"2012-05-18 00:00","3598.862",
"2012-05-19 00:00","3744.0588",
"2012-05-20 00:00","17214.988",
"2012-05-21 00:00","32124.531",
"2012-05-22 00:00","34874.547",
"2012-05-23 00:00","18953.129",
"2012-05-24 00:00","2703.0012",
"2012-05-25 00:00","3067.6648",
"2012-05-26 00:00","30037.922",
"2012-05-27 00:00","332.44492",
"2012-05-28 00:00","2006.5406",
"2012-05-29 00:00","1818.4567",
"2012-05-30 00:00","2727.9626",
"2012-05-31 00:00","16174.039",
"2012-06-01 00:00","32338.363",
"2012-06-02 00:00","3518.2107",
"2012-06-03 00:00","27224.246",
"2012-06-04 00:00","2859.8376",
"2012-06-05 00:00","352.6023",
"2012-06-06 00:00","352.99713",
"2012-06-07 00:00","298.60056",
"2012-06-08 00:00","3280.4324",
"2012-06-09 00:00","3282.0464",
"2012-06-10 00:00","28721.988",
"2012-06-11 00:00","15085.241",
"2012-06-12 00:00","3668.983",
"2012-06-13 00:00","3574.9792",
"2012-06-14 00:00","16510.494",
"2012-06-15 00:00","30475.768",
"2012-06-16 00:00","14515.316",
"2012-06-17 00:00","3398.6194",
"2012-06-18 00:00","30232.219",
"2012-06-19 00:00","255.30222",
"2012-06-20 00:00","30084.549",
"2012-06-21 00:00","4050.8901",
"2012-06-22 00:00","3397.9033",
"2012-06-23 00:00","18461.285",
"2012-06-24 00:00","3088.8677",
"2012-06-25 00:00","34060.023",
"2012-06-26 00:00","28107.965",
"2012-06-27 00:00","2812.7217",
"2012-06-28 00:00","30048.914",
"2012-06-29 00:00","15591.872",
"2012-06-30 00:00","283.01352",
"2012-07-01 00:00","20166.51",
"2012-07-02 00:00","16315.358",
"2012-07-03 00:00","16549.176",
"2012-07-04 00:00","29774.43",
"2012-07-05 00:00","15884.395",
"2012-07-06 00:00","323.85706",
"2012-07-07 00:00","21497.275",
"2012-07-08 00:00","2878.8047",
"2012-07-09 00:00","3008.923",
"2012-07-10 00:00","29853.174",
"2012-07-11 00:00","13291.386",
"2012-07-12 00:00","15790.554",
"2012-07-13 00:00","2857.3923",
"2012-07-14 00:00","28023.04",
"2012-07-15 00:00","14366.943",
"2012-07-16 00:00","15526.8125",
"2012-07-17 00:00","16704.912",
"2012-07-18 00:00","315.56982",
"2012-07-19 00:00","2969.6348",
"2012-07-20 00:00","2813.598",
"2012-07-21 00:00","2795.2588",
"2012-07-22 00:00","27398.576",
"2012-07-23 00:00","2879.9905",
"2012-07-24 00:00","32885.977",
"2012-07-25 00:00","17924.107",
"2012-07-26 00:00","2767.317",
"2012-07-27 00:00","14473.976",
"2012-07-28 00:00","3345.2769",
"2012-07-29 00:00","17535.639",
"2012-07-30 00:00","3702.309",
"2012-07-31 00:00","31264.459",
"2012-08-01 00:00","12624.576",
"2012-08-02 00:00","30459.709",
"2012-08-03 00:00","3194.6035",
"2012-08-04 00:00","3324.226",
"2012-08-05 00:00","3167.9436",
"2012-08-06 00:00","25563.266",
"2012-08-07 00:00","30646.734",
"2012-08-08 00:00","3073.5002",
"2012-08-09 00:00","3515.396",
"2012-08-10 00:00","3244.024",
"2012-08-11 00:00","1437.8029",
"2012-08-12 00:00","30891.676",
"2012-08-13 00:00","17526.826",
"2012-08-14 00:00","2946.5566",
"2012-08-15 00:00","3815.8997",
"2012-08-16 00:00","1632.5388",
"2012-08-17 00:00","31657.541",
"2012-08-18 00:00","2849.3828",
"2012-08-19 00:00","33130.234",
"2012-08-20 00:00","31924.54",
"2012-08-21 00:00","30415.043",
"2012-08-22 00:00","22182.703",
"2012-08-23 00:00","41603.72",
"2012-08-24 00:00","3546.3606",
"2012-08-25 00:00","16476.625",
"2012-08-26 00:00","2980.103",
"2012-08-27 00:00","33631.72",
"2012-08-28 00:00","399554.22",
"2012-08-29 00:00","3185.9268",
"2012-08-30 00:00","141243.12",
"2012-08-31 00:00","42234.684",
"2012-09-01 00:00","329.3918",
"2012-09-02 00:00","20848.143",
"2012-09-03 00:00","3596.1433",
"2012-09-04 00:00","34274.734",
"2012-09-05 00:00","37794.72",
"2012-09-06 00:00","44251.742",
"2012-09-07 00:00","185793",
"2012-09-08 00:00","27335.816",
"2012-09-09 00:00","30418.564",
"2012-09-10 00:00","360589.66",
"2012-09-11 00:00","340213.84",
"2012-09-12 00:00","3368.2903",
"2012-09-13 00:00","34352.824",
"2012-09-14 00:00","28651.902",
"2012-09-15 00:00","50",
"2012-09-16 00:00","447000",
"2012-09-17 00:00","16579.096",
"2012-09-18 00:00","29776.838",
"2012-09-19 00:00","276938.78",
"2012-09-20 00:00","17588.37",
"2012-09-21 00:00","3383753.2",
"2012-09-22 00:00","295671.28",
"2012-09-23 00:00","14810.014",
"2012-09-24 00:00","29600.486",
"2012-09-25 00:00","25575.89",
"2012-09-26 00:00","32511.82",
"2012-09-27 00:00","27518.46",
"2012-09-28 00:00","26051.854",
"2012-09-29 00:00","15890.155",
"2012-09-30 00:00","25330.344",
"2012-10-01 00:00","28597.082",
"2012-10-02 00:00","3712.7322",
"2012-10-03 00:00","2569.4592",
"2012-10-04 00:00","25490.795",
"2012-10-05 00:00","29085.104",
"2012-10-06 00:00","2486.599",
"2012-10-07 00:00","3420.0056",
"2012-10-08 00:00","1644.5095",
"2012-10-09 00:00","2787.676",
"2012-10-10 00:00","3503.746",
"2012-10-11 00:00","3081.1833",
"2012-10-12 00:00","24734.154",
"2012-10-13 00:00","160626.17",
"2012-10-14 00:00","28195.37",
"2012-10-15 00:00","3554.0615",
"2012-10-16 00:00","293.09338",
"2012-10-17 00:00","15712.612",
"2012-10-18 00:00","2537.3586",
"2012-10-19 00:00","3284.0203",
"2012-10-20 00:00","17196.111",
"2012-10-21 00:00","22730.352",
"2012-10-22 00:00","2692.8816",
"2012-10-23 00:00","31922.914",
"2012-10-24 00:00","12722.412",
"2012-10-25 00:00","3319.6965",
"2012-10-26 00:00","378.24512",
"2012-10-27 00:00","2955.9622",
"2012-10-28 00:00","3309.7522",
"2012-10-29 00:00","14957.719",
"2012-10-30 00:00","29961.99",
"2012-10-31 00:00","25091.184",
"2012-11-01 00:00","34284.043",
"2012-11-02 00:00","3468.2417",
"2012-11-03 00:00","15236.299",
"2012-11-04 00:00","2271.7427",
"2012-11-05 00:00","14989.581",
"2012-11-06 00:00","28988.008",
"2012-11-07 00:00","29541.508",
"2012-11-08 00:00","2976.7393",
"2012-11-09 00:00","3571.6016",
"2012-11-10 00:00","3156.7097",
"2012-11-11 00:00","363.0824",
"2012-11-12 00:00","2235.2278",
"2012-11-13 00:00","1759.7683",
"2012-11-14 00:00","29256.031",
"2012-11-15 00:00","17544.604",
"2012-11-16 00:00","3060.0457",
"2012-11-17 00:00","16019.01",
"2012-11-18 00:00","28728.479",
"2012-11-19 00:00","2822.964",
"2012-11-20 00:00","34391.043",
"2012-11-21 00:00","2259.759",
"2012-11-22 00:00","17930.92",
"2012-11-23 00:00","30016.182",
"2012-11-24 00:00","30643.174",
"2012-11-25 00:00","2577.3672",
"2012-11-26 00:00","287.83096",
"2012-11-27 00:00","13543.225",
"2012-11-28 00:00","3095.572",
"2012-11-29 00:00","2919.5725",
"2012-11-30 00:00","3719.4983",
"2012-12-01 00:00","31418.457",
"2012-12-02 00:00","25039.61",
"2012-12-03 00:00","283.84286",
"2012-12-04 00:00","2556.1624",
"2012-12-05 00:00","20788.744",
"2012-12-06 00:00","33934.645",
"2012-12-07 00:00","26453.586",
"2012-12-08 00:00","12296.49",
"2012-12-09 00:00","4465.546",
"2012-12-10 00:00","3313.12",
"2012-12-11 00:00","15638.41",
"2012-12-12 00:00","17884.104",
"2012-12-13 00:00","32346.836",
"2012-12-14 00:00","25858.736",
"2012-12-15 00:00","14331.118",
"2012-12-16 00:00","34033.613",
"2012-12-17 00:00","31637.096",
"2012-12-18 00:00","27947.49",
"2012-12-19 00:00","3352.8005",
"2012-12-20 00:00","3359.0178",
"2012-12-21 00:00","26395.707",
"2012-12-22 00:00","3805.0205",
"2012-12-23 00:00","4054.9102",
"2012-12-24 00:00","3377.2087",
"2012-12-25 00:00","3058.71",
"2012-12-26 00:00","15713.832",
"2012-12-27 00:00","3423.8928",
"2012-12-28 00:00","31908.715",
"2012-12-29 00:00","14998.853",
"2012-12-30 00:00","2969.7068",
"2012-12-31 00:00","1429.9742",
"2013-01-01 00:00","15597.306",
"2013-01-02 00:00","256.4295",
"2013-01-03 00:00","1478.7214",
"2013-01-04 00:00","2578.637",
"2013-01-05 00:00","25",
"2013-01-06 00:00","2860.5293",
"2013-01-07 00:00","29633.404",
"2013-01-08 00:00","27587.447",
"2013-01-09 00:00","3237.691",
"2013-01-10 00:00","336.82843",
"2013-01-11 00:00","4104.0737",
"2013-01-12 00:00","19000.02",
"2013-01-13 00:00","3012.5225",
"2013-01-14 00:00","2862.8682",
"2013-01-15 00:00","31350.936",
"2013-01-16 00:00","32062.1",
"2013-01-17 00:00","26747.498",
"2013-01-18 00:00","26554.516",
"2013-01-19 00:00","19156.66",
"2013-01-20 00:00","2983.2292",
"2013-01-21 00:00","16767.496",
"2013-01-22 00:00","16572.074",
"2013-01-23 00:00","21838.307",
"2013-01-24 00:00","17465.645",
"2013-01-25 00:00","28298.357",
"2013-01-26 00:00","3813.2764",
"2013-01-27 00:00","2798.4944",
"2013-01-28 00:00","26011.299",
"2013-01-29 00:00","23535.586",
"2013-01-30 00:00","27282.125",
"2013-01-31 00:00","3570.816",
"2013-02-01 00:00","30411.006",
"2013-02-02 00:00","3292.196",
"2013-02-03 00:00","3059.6365",
"2013-02-04 00:00","15854.896",
"2013-02-05 00:00","2899.4185",
"2013-02-06 00:00","3076.7808",
"2013-02-07 00:00","26370.707",
"2013-02-08 00:00","28004.629",
"2013-02-09 00:00","2653.8403",
"2013-02-10 00:00","326.36694",
"2013-02-11 00:00","3188.9163",
"2013-02-12 00:00","33498.805",
"2013-02-13 00:00","305.4021",
"2013-02-14 00:00","3036.287",
"2013-02-15 00:00","32778.312",
"2013-02-16 00:00","3653.533",
"2013-02-17 00:00","1590.9875",
"2013-02-18 00:00","2858.4736",
"2013-02-19 00:00","3177.4888",
"2013-02-20 00:00","411.0856",
"2013-02-21 00:00","2759.9224",
"2013-02-22 00:00","17717.662",
"2013-02-23 00:00","1826.7683",
"2013-02-24 00:00","1798.3966",
"2013-02-25 00:00","15471.373",
"2013-02-26 00:00","2890.526",
"2013-02-27 00:00","2835.6875",
"2013-02-28 00:00","14578.266",
"2013-03-01 00:00","16807.752",
"2013-03-02 00:00","3201.6248",
"2013-03-03 00:00","3169.5852",
"2013-03-04 00:00","3552.051",
"2013-03-05 00:00","296.89243",
"2013-03-06 00:00","33046.082",
"2013-03-07 00:00","3420.3096",
"2013-03-08 00:00","3085.7485",
"2013-03-09 00:00","3094.8965",
"2013-03-10 00:00","2747.6775",
"2013-03-11 00:00","2043.0763",
"2013-03-12 00:00","29372.102",
"2013-03-13 00:00","2949.4915",
"2013-03-14 00:00","2819.2485",
"2013-03-15 00:00","24230.715",
"2013-03-16 00:00","27754.105",
"2013-03-17 00:00","3541.8474",
"2013-03-18 00:00","13914.901",
"2013-03-19 00:00","18608.258",
"2013-03-20 00:00","3327.6777",
"2013-03-21 00:00","16617.145",
"2013-03-22 00:00","37580.91",
"2013-03-23 00:00","3113.4185",
"2013-03-24 00:00","3417.2393",
"2013-03-25 00:00","32182.941",
"2013-03-26 00:00","4599.194",
"2013-03-27 00:00","28686.336",
"2013-03-28 00:00","31225.828",
"2013-03-29 00:00","3361.028",
"2013-03-30 00:00","4637.89",
"2013-03-31 00:00","30514.398",
"2013-04-01 00:00","2023.251",
"2013-04-02 00:00","20996.354",
"2013-04-03 00:00","25661.908",
"2013-04-04 00:00","3206.4236",
"2013-04-05 00:00","3113.5442",
"2013-04-06 00:00","24509.066",
"2013-04-07 00:00","3284.2217",
"2013-04-08 00:00","2783.243",
"2013-04-09 00:00","3252.8735",
"2013-04-10 00:00","2561.8103",
"2013-04-11 00:00","3443.2095",
"2013-04-12 00:00","2884.2751",
"2013-04-13 00:00","3014.677",
"2013-04-14 00:00","350.19843",
"2013-04-15 00:00","3307.998",
"2013-04-16 00:00","3037.8818",
"2013-04-17 00:00","3150.242",
"2013-04-18 00:00","26855.611",
"2013-04-19 00:00","33573.51",
"2013-04-20 00:00","17398.83",
"2013-04-21 00:00","3335.6016",
"2013-04-22 00:00","23319.695",
"2013-04-23 00:00","25033.816",
"2013-04-24 00:00","1429.2286",
"2013-04-25 00:00","16396.969",
"2013-04-26 00:00","2861.4216",
"2013-04-27 00:00","3186.642",
"2013-04-28 00:00","3184.3074",
"2013-04-29 00:00","3033.8765",
"2013-04-30 00:00","3002.1804",
"2013-05-01 00:00","3555.3923",
"2013-05-02 00:00","1978.1552",
"2013-05-03 00:00","3851.2104",
"2013-05-04 00:00","3556.2686",
"2013-05-05 00:00","3042.1794",
"2013-05-06 00:00","3273.9902",
"2013-05-07 00:00","3491.3772",
"2013-05-08 00:00","3095.7434",
"2013-05-09 00:00","3213.2388",
"2013-05-10 00:00","3746.3906",
"2013-05-11 00:00","3601.0715",
"2013-05-12 00:00","1915.6538",
"2013-05-13 00:00","3133.8877",
"2013-05-14 00:00","3822.0364",
"2013-05-15 00:00","3974.9636",
"2013-05-16 00:00","3908.4326",
"2013-05-17 00:00","3807.2576",
"2013-05-18 00:00","3779.641",
"2013-05-19 00:00","2917.505",
"2013-05-20 00:00","3244.256",
"2013-05-21 00:00","3429.4607",
"2013-05-22 00:00","3533.684",
"2013-05-23 00:00","3299.837",
"2013-05-24 00:00","3906.3345",
"2013-05-25 00:00","3182.9397",
"2013-05-26 00:00","3351.4524",
"2013-05-27 00:00","1653.9747",
"2013-05-28 00:00","4567.0024",
"2013-05-29 00:00","3535.4773",
"2013-05-30 00:00","3180.8777",
"2013-05-31 00:00","3639.404",
"2013-06-01 00:00","3358.9146",
"2013-06-02 00:00","2818.9397",
"2013-06-03 00:00","343.1726",
"2013-06-04 00:00","3243.39",
"2013-06-05 00:00","3456.1917",
"2013-06-06 00:00","3090.5454",
"2013-06-07 00:00","3135.799",
"2013-06-08 00:00","3094.5327",
"2013-06-09 00:00","3800.8296",
"2013-06-10 00:00","3145.111",
"2013-06-11 00:00","1900.4928",
"2013-06-12 00:00","3298.968",
"2013-06-13 00:00","2961.7969",
"2013-06-14 00:00","3423.1226",
"2013-06-15 00:00","3173.0776",
"2013-06-16 00:00","2901.683",
"2013-06-17 00:00","3610.191",
"2013-06-18 00:00","3517.405",
"2013-06-19 00:00","3407.361",
"2013-06-20 00:00","3261.8474",
"2013-06-21 00:00","3381.893",
"2013-06-22 00:00","1931.939",
"2013-06-23 00:00","3265.7898",
"2013-06-24 00:00","4174.4873",
"2013-06-25 00:00","3064.6772",
"2013-06-26 00:00","3239.0647",
"2013-06-27 00:00","3470.2004",
"2013-06-28 00:00","3541.7122",
"2013-06-29 00:00","3150.6816",
"2013-06-30 00:00","3692.681",
"2013-07-01 00:00","3162.807",
"2013-07-02 00:00","3953.8965",
"2013-07-03 00:00","3641.9236",
"2013-07-04 00:00","3197.1665",
"2013-07-05 00:00","1874.7919",
"2013-07-06 00:00","3174.667",
"2013-07-07 00:00","1793.7096",
"2013-07-08 00:00","1901.9294",
"2013-07-09 00:00","3515.8804",
"2013-07-10 00:00","3686.934",
"2013-07-11 00:00","1887.6978",
"2013-07-12 00:00","3105.4885",
"2013-07-13 00:00","3345.1575",
"2013-07-14 00:00","1824.7444",
"2013-07-15 00:00","3221.2944",
"2013-07-16 00:00","3348.7815",
"2013-07-17 00:00","1968.6305",
"2013-07-18 00:00","3714.5808",
"2013-07-19 00:00","34570.31",
"2013-07-20 00:00","2949.8171",
"2013-07-21 00:00","359.54416",
"2013-07-22 00:00","3655.2131",
"2013-07-23 00:00","3619.704",
"2013-07-24 00:00","427.45483",
"2013-07-25 00:00","3437.3306",
"2013-07-26 00:00","18054.584",
"2013-07-27 00:00","3364.0889",
"2013-07-28 00:00","3123.8176",
